time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010451499772	4.45395	-10.0113	-2.73899	-1.72908	-0.985257	lidar	0.580887	4.54925	-10.0439	4.55	-10.05	0.908954	2.72685
1477010451554732	4.4861	-9.86605	-2.73739	-1.78474	-0.98583	radar	0.376342	4.63224	-9.9707	4.6	-9.9	0.909756	2.72927
1477010451609692	4.54943	-9.72084	-2.73634	-1.8579	-1.00469	lidar	0.489781	4.63755	-9.74952	4.65	-9.75	0.909752	2.72926
1477010451664722	4.56181	-9.57088	-2.74466	-1.87654	-0.954301	radar	1.80381	4.60757	-9.4335	4.7	-9.6	0.90859	2.72578
1477010451719753	4.6415	-9.43036	-2.74551	-1.94977	-0.974095	lidar	0.669909	4.74589	-9.4609	4.75	-9.45	0.908586	2.72576
1477010451774708	4.71701	-9.29581	-2.74424	-2.01645	-0.989197	radar	0.503727	4.89179	-9.39473	4.85	-9.3	1.81967	2.72952
1477010451829663	4.82076	-9.15822	-2.75366	-2.09339	-1.00854	lidar	0.944867	4.94849	-9.13867	4.95	-9.15	1.81967	2.72951
1477010451879669	4.90254	-9.04002	-2.75693	-2.15353	-1.02056	radar	0.164476	4.95209	-8.96272	5	-9.05	0.999884	1.99977
1477010451929676	4.99291	-8.93003	-2.75776	-2.21224	-1.02744	lidar	0.148678	5.04121	-8.94979	5.05	-8.95	0.999874	1.99974
1477010451984680	5.06357	-8.80525	-2.75227	-2.23765	-0.981916	radar	1.63167	5.20806	-8.88942	5.15	-8.8	1.81805	2.72708
1477010452039685	5.17944	-8.68322	-2.7638	-2.30114	-0.987691	lidar	0.544725	5.26887	-8.63564	5.25	-8.65	1.81803	2.72705
1477010452089696	5.27784	-8.58221	-2.76562	-2.35189	-0.987767	radar	0.119001	5.3785	-8.56768	5.35	-8.55	1.99956	1.99957
1477010452139708	5.38864	-8.47969	-2.77566	-2.405	-0.988541	lidar	0.327444	5.44864	-8.42738	5.45	-8.45	1.99954	1.99954
1477010452194711	5.47783	-8.36819	-2.76519	-2.42268	-0.934211	radar	2.08501	5.56465	-8.44845	5.5	-8.35	0.909045	1.81807
